k,t_s,scenario,controller,omega_ref_rad_s,omega_m_rad_s,speed_error_rad_s,load_torque_nm,i_s_alpha_a,i_s_beta_a,i_abs_a,torque_nm,vector_id,feedback_used,feedback_requested,accepted,pwm_enabled,fallback,fault_latched,confidence,predicted_risk,loss_w,tj_c,switch_events,vdc_v
22,0.0022,load_step,dtc_svm_baseline,20.327952464404547,0.0,20.327952464404547,0.0,0.5980183253275588,0.0,0.5980183253275588,0.0,0,1,1,1,1,0,0,0.9799520512509885,0.004,0.05281080441686333,25.000040439649048,0,540.0
23,0.0023,load_step,dtc_svm_baseline,21.25195030369566,0.0,21.25195030369566,0.0,0.5420458178247626,0.0,0.5420458178247626,0.0,0,1,1,1,1,0,0,0.9799649020010595,0.004,0.04351936260404313,25.000040874573077,0,540.0
24,0.0024000000000000002,load_step,dtc_svm_baseline,22.175948142986776,0.0,22.175948142986776,0.0,0.4908481776192987,0.0,0.4908481776192987,0.0,0,1,1,1,1,0,0,0.979978101454619,0.004,0.03580713668251959,25.00004123237195,0,540.0
25,0.0025,load_step,dtc_svm_baseline,23.09994598227789,0.0,23.09994598227789,0.0,0.4440169982067194,0.0,0.4440169982067194,0.0,0,1,1,1,1,0,0,0.9799914030015606,0.004,0.029410792095041098,25.00004152620499,0,540.0
26,0.0026000000000000003,load_step,dtc_svm_baseline,24.023943821569006,0.0,24.023943821569006,0.0,0.7638873272927451,0.0,0.7638873272927451,0.0,4,1,1,1,1,0,0,0.9800046136356318,0.004,0.030449605022374017,25.0000418304242,1,540.0
27,0.0027,load_step,dtc_svm_baseline,24.947941660860124,0.0,24.947941660860124,0.0,0.6941491106917449,0.0,0.6941491106917449,0.0,0,1,1,1,1,0,0,0.9800175844934902,0.004,0.08174711590507323,25.00004264761649,1,540.0
28,0.0028,load_step,dtc_svm_baseline,25.871939500151242,0.0,25.871939500151242,0.0,0.6303629760709757,0.0,0.6303629760709757,0.0,0,1,1,1,1,0,0,0.9800167557177882,0.004,0.05860194063419079,25.00004323335158,0,540.0
29,0.0029000000000000002,load_step,dtc_svm_baseline,26.795937339442354,0.0,26.795937339442354,0.0,0.5720198252509903,0.0,0.5720198252509903,0.0,0,1,1,1,1,0,0,0.9800186455381666,0.004,0.04839460063547816,25.000043717009362,0,540.0
30,0.003,load_step,dtc_svm_baseline,27.719935178733472,0.0,27.719935178733472,0.0,0.518654105213367,0.0,0.518654105213367,0.0,0,1,1,1,1,0,0,0.9800226246350474,0.004,0.0399126988171916,25.000044115844904,0,540.0
31,0.0031000000000000003,load_step,dtc_svm_baseline,28.643933018024583,0.0,28.643933018024583,0.0,0.46984008351226025,0.0,0.46984008351226025,0.0,0,1,1,1,1,0,0,0.9800281770452869,0.004,0.03286928577414231,25.000044444243656,0,540.0
32,0.0032,load_step,dtc_svm_baseline,29.5679308573157,0.0,29.5679308573157,0.0,0.4251884422646015,0.0,0.4251884422646015,0.0,0,1,1,1,1,0,0,0.9800348815310604,0.004,0.027024761724298046,25.000044714194978,0,540.0
33,0.0033,load_step,dtc_svm_baseline,30.49192869660682,0.0,30.49192869660682,0.0,0.38434316346969305,0.0,0.38434316346969305,0.0,0,1,1,1,1,0,0,0.9800423958850449,0.004,0.022179093390338803,25.000044935687818,0,540.0
34,0.0034000000000000002,load_step,dtc_svm_baseline,31.41592653589793,0.0,31.41592653589793,0.0,0.3469786807396278,0.0,0.3469786807396278,0.0,0,1,1,1,1,0,0,0.9800504437185049,0.004,0.018165307790114774,25.000045117041324,0,540.0
35,0.0035,load_step,dtc_svm_baseline,32.33992437518905,0.0,32.33992437518905,0.0,0.31279727465338275,0.0,0.31279727465338275,0.0,0,1,1,1,1,0,0,0.980058803348275,0.004,0.014844053643847865,25.00004526518108,0,540.0
36,0.0036000000000000003,load_step,dtc_svm_baseline,33.26392221448017,0.0,33.26392221448017,0.0,0.28152669089649734,0.0,0.28152669089649734,0.0,0,1,1,1,1,0,0,0.9800672984574059,0.004,0.012099055393790694,25.000045385869864,0,540.0
37,0.0037,load_step,dtc_svm_baseline,34.18792005377128,0.0,34.18792005377128,0.0,0.25291796213060785,0.0,0.25291796213060785,0.0,0,1,1,1,1,0,0,0.9800757902540467,0.004,0.009833313503937968,25.000045483900426,0,540.0
38,0.0038,load_step,dtc_svm_baseline,35.1119178930624,0.0,35.1119178930624,0.0,0.2267434161670227,0.0,0.2267434161670227,0.0,0,1,1,1,1,0,0,0.9800841708953371,0.004,0.007965928683017027,25.000045563256485,0,540.0
39,0.0039000000000000003,load_step,dtc_svm_baseline,36.03591573235351,0.0,36.03591573235351,0.0,0.20279485450903373,0.0,0.20279485450903373,0.0,0,1,1,1,1,0,0,0.9800923579788547,0.004,0.006429447722471468,25.000045627247207,0,540.0
